"driver_race","stop_date","stop_purpose","daily_num_stops","month","day","day_index","day_of_week","fri_sat","post_policy","dangerous_days","race","day_counter","dangerous_days2","date2","stop_purpose2"
"Black","2005-04-06","Radar Triggered",100,"4",6,96,"Wednesday","Another day",0,"Other day","Black",95,NA,2005-04-06,"Radar Triggered"
"Black","2005-04-06","Violation Observed",200,"4",6,96,"Wednesday","Another day",0,"Other day","Black",95,NA,2005-04-06,"Violation Observed"
"Black","2005-04-07","Radar Triggered",63,"4",7,97,"Thursday","Another day",0,"Other day","Black",96,NA,2005-04-07,"Radar Triggered"
"Black","2005-04-07","Violation Observed",165,"4",7,97,"Thursday","Another day",0,"Other day","Black",96,NA,2005-04-07,"Violation Observed"
"Black","2005-04-08","Radar Triggered",182,"4",8,98,"Friday","Friday or Saturday",0,"Other day","Black",97,NA,2005-04-08,"Radar Triggered"
"Black","2005-04-08","Violation Observed",285,"4",8,98,"Friday","Friday or Saturday",0,"Other day","Black",97,NA,2005-04-08,"Violation Observed"
"Black","2005-04-09","Radar Triggered",225,"4",9,99,"Saturday","Friday or Saturday",0,"Other day","Black",98,NA,2005-04-09,"Radar Triggered"
"Black","2005-04-09","Violation Observed",381,"4",9,99,"Saturday","Friday or Saturday",0,"Other day","Black",98,NA,2005-04-09,"Violation Observed"
"Black","2005-04-10","Radar Triggered",150,"4",10,100,"Sunday","Another day",0,"Other day","Black",99,NA,2005-04-10,"Radar Triggered"
"Black","2005-04-10","Violation Observed",229,"4",10,100,"Sunday","Another day",0,"Other day","Black",99,NA,2005-04-10,"Violation Observed"
"Black","2005-04-11","Radar Triggered",109,"4",11,101,"Monday","Another day",0,"Other day","Black",100,NA,2005-04-11,"Radar Triggered"
"Black","2005-04-11","Violation Observed",219,"4",11,101,"Monday","Another day",0,"Other day","Black",100,NA,2005-04-11,"Violation Observed"
"Black","2005-04-12","Radar Triggered",81,"4",12,102,"Tuesday","Another day",0,"Other day","Black",101,NA,2005-04-12,"Radar Triggered"
"Black","2005-04-12","Violation Observed",160,"4",12,102,"Tuesday","Another day",0,"Other day","Black",101,NA,2005-04-12,"Violation Observed"
"Black","2005-04-13","Radar Triggered",123,"4",13,103,"Wednesday","Another day",0,"Other day","Black",102,NA,2005-04-13,"Radar Triggered"
"Black","2005-04-13","Violation Observed",230,"4",13,103,"Wednesday","Another day",0,"Other day","Black",102,NA,2005-04-13,"Violation Observed"
"Black","2005-04-14","Radar Triggered",109,"4",14,104,"Thursday","Another day",0,"Other day","Black",103,NA,2005-04-14,"Radar Triggered"
"Black","2005-04-14","Violation Observed",183,"4",14,104,"Thursday","Another day",0,"Other day","Black",103,NA,2005-04-14,"Violation Observed"
"Black","2005-04-15","Radar Triggered",141,"4",15,105,"Friday","Friday or Saturday",0,"Other day","Black",104,NA,2005-04-15,"Radar Triggered"
"Black","2005-04-15","Violation Observed",234,"4",15,105,"Friday","Friday or Saturday",0,"Other day","Black",104,NA,2005-04-15,"Violation Observed"
"Black","2005-04-16","Radar Triggered",193,"4",16,106,"Saturday","Friday or Saturday",0,"Other day","Black",105,NA,2005-04-16,"Radar Triggered"
"Black","2005-04-16","Violation Observed",229,"4",16,106,"Saturday","Friday or Saturday",0,"Other day","Black",105,NA,2005-04-16,"Violation Observed"
"Black","2005-04-17","Radar Triggered",132,"4",17,107,"Sunday","Another day",0,"Other day","Black",106,NA,2005-04-17,"Radar Triggered"
"Black","2005-04-17","Violation Observed",206,"4",17,107,"Sunday","Another day",0,"Other day","Black",106,NA,2005-04-17,"Violation Observed"
"Black","2005-04-18","Radar Triggered",147,"4",18,108,"Monday","Another day",0,"Other day","Black",107,NA,2005-04-18,"Radar Triggered"
"Black","2005-04-18","Violation Observed",285,"4",18,108,"Monday","Another day",0,"Other day","Black",107,NA,2005-04-18,"Violation Observed"
"Black","2005-04-19","Radar Triggered",154,"4",19,109,"Tuesday","Another day",0,"Other day","Black",108,NA,2005-04-19,"Radar Triggered"
"Black","2005-04-19","Violation Observed",248,"4",19,109,"Tuesday","Another day",0,"Other day","Black",108,NA,2005-04-19,"Violation Observed"
"Black","2005-04-20","Radar Triggered",174,"4",20,110,"Wednesday","Another day",0,"Other day","Black",109,NA,2005-04-20,"Radar Triggered"
"Black","2005-04-20","Violation Observed",237,"4",20,110,"Wednesday","Another day",0,"Other day","Black",109,NA,2005-04-20,"Violation Observed"
"Black","2005-04-21","Radar Triggered",141,"4",21,111,"Thursday","Another day",0,"Other day","Black",110,NA,2005-04-21,"Radar Triggered"
"Black","2005-04-21","Violation Observed",224,"4",21,111,"Thursday","Another day",0,"Other day","Black",110,NA,2005-04-21,"Violation Observed"
"Black","2005-04-22","Radar Triggered",147,"4",22,112,"Friday","Friday or Saturday",0,"Other day","Black",111,NA,2005-04-22,"Radar Triggered"
"Black","2005-04-22","Violation Observed",336,"4",22,112,"Friday","Friday or Saturday",0,"Other day","Black",111,NA,2005-04-22,"Violation Observed"
"Black","2005-04-23","Radar Triggered",247,"4",23,113,"Saturday","Friday or Saturday",0,"Other day","Black",112,NA,2005-04-23,"Radar Triggered"
"Black","2005-04-23","Violation Observed",424,"4",23,113,"Saturday","Friday or Saturday",0,"Other day","Black",112,NA,2005-04-23,"Violation Observed"
"Black","2005-04-24","Radar Triggered",166,"4",24,114,"Sunday","Another day",0,"Other day","Black",113,NA,2005-04-24,"Radar Triggered"
"Black","2005-04-24","Violation Observed",224,"4",24,114,"Sunday","Another day",0,"Other day","Black",113,NA,2005-04-24,"Violation Observed"
"Black","2005-04-25","Radar Triggered",220,"4",25,115,"Monday","Another day",0,"Other day","Black",114,NA,2005-04-25,"Radar Triggered"
"Black","2005-04-25","Violation Observed",258,"4",25,115,"Monday","Another day",0,"Other day","Black",114,NA,2005-04-25,"Violation Observed"
"Black","2005-04-26","Radar Triggered",102,"4",26,116,"Tuesday","Another day",0,"Other day","Black",115,NA,2005-04-26,"Radar Triggered"
"Black","2005-04-26","Violation Observed",163,"4",26,116,"Tuesday","Another day",0,"Other day","Black",115,NA,2005-04-26,"Violation Observed"
"Black","2005-04-27","Radar Triggered",131,"4",27,117,"Wednesday","Another day",0,"Other day","Black",116,NA,2005-04-27,"Radar Triggered"
"Black","2005-04-27","Violation Observed",314,"4",27,117,"Wednesday","Another day",0,"Other day","Black",116,NA,2005-04-27,"Violation Observed"
"Black","2005-04-28","Radar Triggered",162,"4",28,118,"Thursday","Another day",0,"Other day","Black",117,NA,2005-04-28,"Radar Triggered"
"Black","2005-04-28","Violation Observed",246,"4",28,118,"Thursday","Another day",0,"Other day","Black",117,NA,2005-04-28,"Violation Observed"
"Black","2005-04-29","Radar Triggered",177,"4",29,119,"Friday","Friday or Saturday",0,"Other day","Black",118,NA,2005-04-29,"Radar Triggered"
"Black","2005-04-29","Violation Observed",439,"4",29,119,"Friday","Friday or Saturday",0,"Other day","Black",118,NA,2005-04-29,"Violation Observed"
"Black","2005-04-30","Radar Triggered",179,"4",30,120,"Saturday","Friday or Saturday",0,"Other day","Black",119,NA,2005-04-30,"Radar Triggered"
"Black","2005-04-30","Violation Observed",243,"4",30,120,"Saturday","Friday or Saturday",0,"Other day","Black",119,NA,2005-04-30,"Violation Observed"
"Black","2005-05-01","Radar Triggered",107,"5",1,121,"Sunday","Another day",0,"Other day","Black",120,NA,2005-05-01,"Radar Triggered"
"Black","2005-05-01","Violation Observed",250,"5",1,121,"Sunday","Another day",0,"Other day","Black",120,NA,2005-05-01,"Violation Observed"
"Black","2005-05-02","Radar Triggered",182,"5",2,122,"Monday","Another day",0,"Other day","Black",121,NA,2005-05-02,"Radar Triggered"
"Black","2005-05-02","Violation Observed",302,"5",2,122,"Monday","Another day",0,"Other day","Black",121,NA,2005-05-02,"Violation Observed"
"Black","2005-05-03","Radar Triggered",140,"5",3,123,"Tuesday","Another day",0,"Other day","Black",122,NA,2005-05-03,"Radar Triggered"
"Black","2005-05-03","Violation Observed",268,"5",3,123,"Tuesday","Another day",0,"Other day","Black",122,NA,2005-05-03,"Violation Observed"
"Black","2005-05-04","Radar Triggered",105,"5",4,124,"Wednesday","Another day",0,"Other day","Black",123,NA,2005-05-04,"Radar Triggered"
"Black","2005-05-04","Violation Observed",250,"5",4,124,"Wednesday","Another day",0,"Other day","Black",123,NA,2005-05-04,"Violation Observed"
"Black","2005-05-05","Radar Triggered",94,"5",5,125,"Thursday","Another day",0,"Other day","Black",124,NA,2005-05-05,"Radar Triggered"
"Black","2005-05-05","Violation Observed",187,"5",5,125,"Thursday","Another day",0,"Other day","Black",124,NA,2005-05-05,"Violation Observed"
"Black","2005-05-06","Radar Triggered",203,"5",6,126,"Friday","Friday or Saturday",0,"Other day","Black",125,NA,2005-05-06,"Radar Triggered"
"Black","2005-05-06","Violation Observed",347,"5",6,126,"Friday","Friday or Saturday",0,"Other day","Black",125,NA,2005-05-06,"Violation Observed"
"Black","2005-05-07","Radar Triggered",173,"5",7,127,"Saturday","Friday or Saturday",0,"Other day","Black",126,NA,2005-05-07,"Radar Triggered"
"Black","2005-05-07","Violation Observed",315,"5",7,127,"Saturday","Friday or Saturday",0,"Other day","Black",126,NA,2005-05-07,"Violation Observed"
"Black","2005-05-08","Radar Triggered",135,"5",8,128,"Sunday","Another day",0,"Other day","Black",127,NA,2005-05-08,"Radar Triggered"
"Black","2005-05-08","Violation Observed",246,"5",8,128,"Sunday","Another day",0,"Other day","Black",127,NA,2005-05-08,"Violation Observed"
"Black","2005-05-09","Radar Triggered",188,"5",9,129,"Monday","Another day",0,"Other day","Black",128,NA,2005-05-09,"Radar Triggered"
"Black","2005-05-09","Violation Observed",303,"5",9,129,"Monday","Another day",0,"Other day","Black",128,NA,2005-05-09,"Violation Observed"
"Black","2005-05-10","Radar Triggered",120,"5",10,130,"Tuesday","Another day",0,"Other day","Black",129,NA,2005-05-10,"Radar Triggered"
"Black","2005-05-10","Violation Observed",252,"5",10,130,"Tuesday","Another day",0,"Other day","Black",129,NA,2005-05-10,"Violation Observed"
"Black","2005-05-11","Radar Triggered",172,"5",11,131,"Wednesday","Another day",0,"Other day","Black",130,NA,2005-05-11,"Radar Triggered"
"Black","2005-05-11","Violation Observed",283,"5",11,131,"Wednesday","Another day",0,"Other day","Black",130,NA,2005-05-11,"Violation Observed"
"Black","2005-05-12","Radar Triggered",152,"5",12,132,"Thursday","Another day",0,"Other day","Black",131,NA,2005-05-12,"Radar Triggered"
"Black","2005-05-12","Violation Observed",265,"5",12,132,"Thursday","Another day",0,"Other day","Black",131,NA,2005-05-12,"Violation Observed"
"Black","2005-05-13","Radar Triggered",207,"5",13,133,"Friday","Friday or Saturday",0,"Other day","Black",132,NA,2005-05-13,"Radar Triggered"
"Black","2005-05-13","Violation Observed",357,"5",13,133,"Friday","Friday or Saturday",0,"Other day","Black",132,NA,2005-05-13,"Violation Observed"
"Black","2005-05-14","Radar Triggered",174,"5",14,134,"Saturday","Friday or Saturday",0,"Other day","Black",133,NA,2005-05-14,"Radar Triggered"
"Black","2005-05-14","Violation Observed",337,"5",14,134,"Saturday","Friday or Saturday",0,"Other day","Black",133,NA,2005-05-14,"Violation Observed"
"Black","2005-05-15","Radar Triggered",128,"5",15,135,"Sunday","Another day",0,"Other day","Black",134,NA,2005-05-15,"Radar Triggered"
"Black","2005-05-15","Violation Observed",193,"5",15,135,"Sunday","Another day",0,"Other day","Black",134,NA,2005-05-15,"Violation Observed"
"Black","2005-05-16","Radar Triggered",124,"5",16,136,"Monday","Another day",0,"Other day","Black",135,NA,2005-05-16,"Radar Triggered"
"Black","2005-05-16","Violation Observed",273,"5",16,136,"Monday","Another day",0,"Other day","Black",135,NA,2005-05-16,"Violation Observed"
"Black","2005-05-17","Radar Triggered",132,"5",17,137,"Tuesday","Another day",0,"Other day","Black",136,NA,2005-05-17,"Radar Triggered"
"Black","2005-05-17","Violation Observed",246,"5",17,137,"Tuesday","Another day",0,"Other day","Black",136,NA,2005-05-17,"Violation Observed"
"Black","2005-05-18","Radar Triggered",121,"5",18,138,"Wednesday","Another day",0,"Other day","Black",137,NA,2005-05-18,"Radar Triggered"
"Black","2005-05-18","Violation Observed",213,"5",18,138,"Wednesday","Another day",0,"Other day","Black",137,NA,2005-05-18,"Violation Observed"
"Black","2005-05-19","Radar Triggered",135,"5",19,139,"Thursday","Another day",0,"Other day","Black",138,NA,2005-05-19,"Radar Triggered"
"Black","2005-05-19","Violation Observed",189,"5",19,139,"Thursday","Another day",0,"Other day","Black",138,NA,2005-05-19,"Violation Observed"
"Black","2005-05-20","Radar Triggered",124,"5",20,140,"Friday","Friday or Saturday",0,"Other day","Black",139,NA,2005-05-20,"Radar Triggered"
"Black","2005-05-20","Violation Observed",214,"5",20,140,"Friday","Friday or Saturday",0,"Other day","Black",139,NA,2005-05-20,"Violation Observed"
"Black","2005-05-21","Radar Triggered",228,"5",21,141,"Saturday","Friday or Saturday",0,"Other day","Black",140,NA,2005-05-21,"Radar Triggered"
"Black","2005-05-21","Violation Observed",330,"5",21,141,"Saturday","Friday or Saturday",0,"Other day","Black",140,NA,2005-05-21,"Violation Observed"
"Black","2005-05-22","Radar Triggered",152,"5",22,142,"Sunday","Another day",0,"Other day","Black",141,NA,2005-05-22,"Radar Triggered"
"Black","2005-05-22","Violation Observed",200,"5",22,142,"Sunday","Another day",0,"Other day","Black",141,NA,2005-05-22,"Violation Observed"
"Black","2005-05-23","Radar Triggered",178,"5",23,143,"Monday","Another day",0,"Other day","Black",142,NA,2005-05-23,"Radar Triggered"
"Black","2005-05-23","Violation Observed",248,"5",23,143,"Monday","Another day",0,"Other day","Black",142,NA,2005-05-23,"Violation Observed"
"Black","2005-05-24","Radar Triggered",108,"5",24,144,"Tuesday","Another day",0,"Other day","Black",143,NA,2005-05-24,"Radar Triggered"
"Black","2005-05-24","Violation Observed",184,"5",24,144,"Tuesday","Another day",0,"Other day","Black",143,NA,2005-05-24,"Violation Observed"
"Black","2005-05-25","Radar Triggered",133,"5",25,145,"Wednesday","Another day",0,"Other day","Black",144,NA,2005-05-25,"Radar Triggered"
"Black","2005-05-25","Violation Observed",214,"5",25,145,"Wednesday","Another day",0,"Other day","Black",144,NA,2005-05-25,"Violation Observed"
"Black","2005-05-26","Radar Triggered",167,"5",26,146,"Thursday","Another day",0,"Other day","Black",145,NA,2005-05-26,"Radar Triggered"
"Black","2005-05-26","Violation Observed",255,"5",26,146,"Thursday","Another day",0,"Other day","Black",145,NA,2005-05-26,"Violation Observed"
"Black","2005-05-27","Radar Triggered",218,"5",27,147,"Friday","Friday or Saturday",0,"Other day","Black",146,NA,2005-05-27,"Radar Triggered"
"Black","2005-05-27","Violation Observed",557,"5",27,147,"Friday","Friday or Saturday",0,"Other day","Black",146,NA,2005-05-27,"Violation Observed"
"Black","2005-05-28","Radar Triggered",269,"5",28,148,"Saturday","Friday or Saturday",0,"Other day","Black",147,NA,2005-05-28,"Radar Triggered"
"Black","2005-05-28","Violation Observed",634,"5",28,148,"Saturday","Friday or Saturday",0,"Other day","Black",147,NA,2005-05-28,"Violation Observed"
"Black","2005-05-29","Radar Triggered",193,"5",29,149,"Sunday","Another day",0,"Other day","Black",148,NA,2005-05-29,"Radar Triggered"
"Black","2005-05-29","Violation Observed",466,"5",29,149,"Sunday","Another day",0,"Other day","Black",148,NA,2005-05-29,"Violation Observed"
"Black","2005-05-30","Radar Triggered",128,"5",30,150,"Monday","Another day",0,"Other day","Black",149,NA,2005-05-30,"Radar Triggered"
"Black","2005-05-30","Violation Observed",346,"5",30,150,"Monday","Another day",0,"Other day","Black",149,NA,2005-05-30,"Violation Observed"
"Black","2005-05-31","Radar Triggered",70,"5",31,151,"Tuesday","Another day",0,"Other day","Black",150,NA,2005-05-31,"Radar Triggered"
"Black","2005-05-31","Violation Observed",164,"5",31,151,"Tuesday","Another day",0,"Other day","Black",150,NA,2005-05-31,"Violation Observed"
"Black","2005-06-01","Radar Triggered",48,"6",1,152,"Wednesday","Another day",0,"Other day","Black",151,NA,2005-06-01,"Radar Triggered"
"Black","2005-06-01","Violation Observed",144,"6",1,152,"Wednesday","Another day",0,"Other day","Black",151,NA,2005-06-01,"Violation Observed"
"Black","2005-06-02","Radar Triggered",64,"6",2,153,"Thursday","Another day",0,"Other day","Black",152,NA,2005-06-02,"Radar Triggered"
"Black","2005-06-02","Violation Observed",98,"6",2,153,"Thursday","Another day",0,"Other day","Black",152,NA,2005-06-02,"Violation Observed"
"Black","2005-06-03","Radar Triggered",118,"6",3,154,"Friday","Friday or Saturday",0,"Other day","Black",153,NA,2005-06-03,"Radar Triggered"
"Black","2005-06-03","Violation Observed",241,"6",3,154,"Friday","Friday or Saturday",0,"Other day","Black",153,NA,2005-06-03,"Violation Observed"
"Black","2005-06-04","Radar Triggered",154,"6",4,155,"Saturday","Friday or Saturday",0,"Other day","Black",154,NA,2005-06-04,"Radar Triggered"
"Black","2005-06-04","Violation Observed",306,"6",4,155,"Saturday","Friday or Saturday",0,"Other day","Black",154,NA,2005-06-04,"Violation Observed"
"Black","2005-06-05","Radar Triggered",145,"6",5,156,"Sunday","Another day",0,"Other day","Black",155,NA,2005-06-05,"Radar Triggered"
"Black","2005-06-05","Violation Observed",221,"6",5,156,"Sunday","Another day",0,"Other day","Black",155,NA,2005-06-05,"Violation Observed"
"Black","2005-06-06","Radar Triggered",92,"6",6,157,"Monday","Another day",0,"Other day","Black",156,NA,2005-06-06,"Radar Triggered"
"Black","2005-06-06","Violation Observed",178,"6",6,157,"Monday","Another day",0,"Other day","Black",156,NA,2005-06-06,"Violation Observed"
"Black","2005-06-07","Radar Triggered",113,"6",7,158,"Tuesday","Another day",0,"Other day","Black",157,NA,2005-06-07,"Radar Triggered"
"Black","2005-06-07","Violation Observed",201,"6",7,158,"Tuesday","Another day",0,"Other day","Black",157,NA,2005-06-07,"Violation Observed"
"Black","2005-06-08","Radar Triggered",136,"6",8,159,"Wednesday","Another day",0,"Other day","Black",158,NA,2005-06-08,"Radar Triggered"
"Black","2005-06-08","Violation Observed",236,"6",8,159,"Wednesday","Another day",0,"Other day","Black",158,NA,2005-06-08,"Violation Observed"
"Black","2005-06-09","Radar Triggered",104,"6",9,160,"Thursday","Another day",0,"Other day","Black",159,NA,2005-06-09,"Radar Triggered"
"Black","2005-06-09","Violation Observed",219,"6",9,160,"Thursday","Another day",0,"Other day","Black",159,NA,2005-06-09,"Violation Observed"
"Black","2005-06-10","Radar Triggered",154,"6",10,161,"Friday","Friday or Saturday",0,"Other day","Black",160,NA,2005-06-10,"Radar Triggered"
